checking_status,duration,credit_history,credit_amount,savings,employment,installment_rate,personal_status_sex,other_debtors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,default,purpose_grouped
less_0,6,existing_paid,428,less_100,greater_7,2,female_divorced_separated_married,none,1,building_society_savings_life_insurance,49,bank,own,1,skilled_official,1,yes,yes,good,Home
less_0,18,existing_paid,976,less_100,less_1,1,female_divorced_separated_married,none,2,car_or_other,23,none,own,1,unskilled_resident,1,none,yes,bad,Vehicles
0_200,12,existing_paid,841,100_500,4_7,2,female_divorced_separated_married,none,4,real_estate,23,none,rent,1,unskilled_resident,1,none,yes,good,Investment/Development
no_account,30,critical_other,5771,less_100,4_7,4,female_divorced_separated_married,none,2,car_or_other,25,none,own,2,skilled_official,1,none,yes,good,Home
no_account,12,delay,1555,greater_1000,greater_7,4,male_single,none,4,unknown_no_property,55,none,for_free,2,skilled_official,2,none,yes,bad,Home
less_0,24,existing_paid,1285,unknown,4_7,4,female_divorced_separated_married,none,4,unknown_no_property,32,none,rent,1,skilled_official,1,none,yes,bad,Vehicles
greater_200,6,critical_other,1299,less_100,1_4,1,male_single,none,1,real_estate,74,none,own,3,unemployed_unskilled,2,none,no,good,Vehicles
greater_200,15,critical_other,1271,unknown,1_4,3,male_single,none,4,unknown_no_property,39,none,for_free,2,skilled_official,1,yes,yes,bad,Home
no_account,24,existing_paid,1393,less_100,1_4,2,male_single,guarantor,2,real_estate,31,none,own,1,skilled_official,1,yes,yes,good,Vehicles
less_0,12,critical_other,691,less_100,greater_7,4,male_single,none,3,building_society_savings_life_insurance,35,none,own,2,skilled_official,1,none,yes,bad,Vehicles
no_account,15,critical_other,5045,unknown,greater_7,1,female_divorced_separated_married,none,4,car_or_other,59,none,own,1,skilled_official,1,yes,yes,good,Vehicles
less_0,18,critical_other,2124,less_100,1_4,4,female_divorced_separated_married,none,4,real_estate,24,none,rent,2,skilled_official,1,none,yes,bad,Home
less_0,12,existing_paid,2214,less_100,1_4,4,male_single,none,3,building_society_savings_life_insurance,24,none,own,1,unskilled_resident,1,none,yes,good,Home
no_account,21,critical_other,12680,unknown,greater_7,4,male_single,none,4,unknown_no_property,30,none,for_free,1,management_self_employed_highly_qualified,1,yes,yes,bad,Vehicles
no_account,24,critical_other,2463,100_500,4_7,4,male_married,none,3,building_society_savings_life_insurance,27,none,own,2,skilled_official,1,yes,yes,good,Vehicles
0_200,12,existing_paid,1155,less_100,greater_7,3,male_married,guarantor,3,real_estate,40,bank,own,2,unskilled_resident,1,none,yes,good,Home
less_0,30,existing_paid,3108,less_100,less_1,2,male_divorced_separated,none,4,building_society_savings_life_insurance,31,none,own,1,unskilled_resident,1,none,yes,bad,Home
no_account,10,existing_paid,2901,unknown,less_1,1,female_divorced_separated_married,none,4,real_estate,31,none,rent,1,skilled_official,1,none,yes,good,Vehicles
0_200,12,critical_other,3617,less_100,greater_7,1,male_single,none,4,car_or_other,28,none,rent,3,skilled_official,1,yes,yes,good,Home
no_account,12,critical_other,1655,less_100,greater_7,2,male_single,none,4,real_estate,63,none,own,2,unskilled_resident,1,yes,yes,good,Home
less_0,24,existing_paid,2812,unknown,greater_7,2,female_divorced_separated_married,none,4,real_estate,26,none,rent,1,skilled_official,1,none,yes,good,Vehicles
less_0,36,critical_other,8065,less_100,1_4,3,female_divorced_separated_married,none,2,unknown_no_property,25,none,own,2,management_self_employed_highly_qualified,1,yes,yes,bad,Investment/Development
no_account,21,critical_other,3275,less_100,greater_7,1,male_single,none,4,car_or_other,36,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
no_account,24,critical_other,2223,100_500,greater_7,4,male_single,none,4,building_society_savings_life_insurance,52,bank,own,2,skilled_official,1,none,yes,good,Home
greater_200,12,critical_other,1480,500_1000,unemployed,2,male_single,none,4,unknown_no_property,66,bank,for_free,3,unemployed_unskilled,1,none,yes,good,Vehicles
less_0,24,existing_paid,1371,unknown,1_4,4,female_divorced_separated_married,none,4,real_estate,25,none,rent,1,skilled_official,1,none,yes,bad,Vehicles
no_account,36,critical_other,3535,less_100,4_7,4,male_single,none,4,car_or_other,37,none,own,2,skilled_official,1,yes,yes,good,Vehicles
less_0,18,existing_paid,3509,less_100,4_7,4,female_divorced_separated_married,guarantor,1,real_estate,25,none,own,1,skilled_official,1,none,yes,good,Home
no_account,36,critical_other,5711,greater_1000,greater_7,4,male_single,none,2,car_or_other,38,none,own,2,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
0_200,18,existing_paid,3872,less_100,unemployed,2,female_divorced_separated_married,none,4,car_or_other,67,none,own,1,skilled_official,1,yes,yes,good,Home
0_200,39,critical_other,4933,less_100,4_7,2,male_single,guarantor,2,real_estate,25,none,own,2,skilled_official,1,none,yes,bad,Home
no_account,24,critical_other,1940,greater_1000,greater_7,4,male_single,none,4,real_estate,60,none,own,1,skilled_official,1,yes,yes,good,Vehicles
0_200,12,no_credit_all_paid,1410,less_100,1_4,2,male_single,none,2,real_estate,31,none,own,1,unskilled_resident,1,yes,yes,good,Investment/Development
0_200,12,existing_paid,836,100_500,less_1,4,female_divorced_separated_married,none,2,building_society_savings_life_insurance,23,bank,own,1,unskilled_resident,1,none,yes,bad,Vehicles
0_200,20,existing_paid,6468,unknown,unemployed,1,male_divorced_separated,none,4,real_estate,60,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
0_200,18,existing_paid,1941,greater_1000,1_4,4,male_single,none,2,building_society_savings_life_insurance,35,none,own,1,unskilled_resident,1,yes,yes,good,Investment/Development
no_account,22,existing_paid,2675,500_1000,greater_7,3,male_single,none,4,car_or_other,40,none,own,1,skilled_official,1,none,yes,good,Home
no_account,48,critical_other,2751,unknown,greater_7,4,male_single,none,3,car_or_other,38,none,own,2,skilled_official,2,yes,yes,good,Vehicles
0_200,48,delay,6224,less_100,greater_7,4,male_single,none,4,unknown_no_property,50,none,for_free,1,skilled_official,1,none,yes,bad,Investment/Development
less_0,40,critical_other,5998,less_100,1_4,4,male_single,none,3,unknown_no_property,27,bank,own,1,skilled_official,1,yes,yes,bad,Investment/Development
0_200,21,existing_paid,1188,less_100,greater_7,2,female_divorced_separated_married,none,4,building_society_savings_life_insurance,39,none,own,1,skilled_official,2,none,yes,bad,Investment/Development
no_account,24,existing_paid,6313,unknown,greater_7,3,male_single,none,4,car_or_other,41,none,own,1,management_self_employed_highly_qualified,2,yes,yes,good,Vehicles
no_account,6,critical_other,1221,unknown,1_4,1,male_married,none,2,building_society_savings_life_insurance,27,none,own,2,skilled_official,1,none,yes,good,Home
greater_200,24,existing_paid,2892,less_100,greater_7,3,male_divorced_separated,none,4,unknown_no_property,51,none,for_free,1,skilled_official,1,none,yes,good,Home
no_account,24,existing_paid,3062,500_1000,greater_7,4,male_single,none,3,unknown_no_property,32,none,rent,1,skilled_official,1,yes,yes,good,Home
no_account,9,existing_paid,2301,100_500,less_1,2,female_divorced_separated_married,none,4,building_society_savings_life_insurance,22,none,rent,1,skilled_official,1,none,yes,good,Home
less_0,18,existing_paid,7511,unknown,greater_7,1,male_single,none,4,building_society_savings_life_insurance,51,none,for_free,1,skilled_official,2,yes,yes,bad,Vehicles
no_account,12,critical_other,1258,less_100,less_1,2,female_divorced_separated_married,none,4,building_society_savings_life_insurance,22,none,rent,2,unskilled_resident,1,none,yes,good,Home
no_account,24,delay,717,unknown,greater_7,4,male_married,none,4,car_or_other,54,none,own,2,skilled_official,1,yes,yes,good,Vehicles
0_200,9,existing_paid,1549,unknown,less_1,4,male_single,none,2,real_estate,35,none,own,1,unemployed_unskilled,1,none,yes,good,Vehicles
no_account,24,critical_other,1597,less_100,greater_7,4,male_single,none,4,unknown_no_property,54,none,for_free,2,skilled_official,2,none,yes,good,Investment/Development
0_200,18,critical_other,1795,less_100,greater_7,3,female_divorced_separated_married,guarantor,4,real_estate,48,bank,rent,2,unskilled_resident,1,yes,yes,good,Home
less_0,20,critical_other,4272,less_100,greater_7,1,female_divorced_separated_married,none,4,building_society_savings_life_insurance,24,none,own,2,skilled_official,1,none,yes,good,Home
no_account,12,critical_other,976,unknown,greater_7,4,male_single,none,4,car_or_other,35,none,own,2,skilled_official,1,none,yes,good,Home
0_200,12,existing_paid,7472,unknown,unemployed,1,female_divorced_separated_married,none,2,real_estate,24,none,rent,1,unemployed_unskilled,1,none,yes,good,Vehicles
less_0,36,existing_paid,9271,less_100,4_7,2,male_single,none,1,car_or_other,24,none,own,1,skilled_official,1,yes,yes,bad,Vehicles
0_200,6,existing_paid,590,less_100,less_1,3,male_married,none,3,real_estate,26,none,own,1,unskilled_resident,1,none,no,good,Home
no_account,12,critical_other,930,unknown,greater_7,4,male_single,none,4,real_estate,65,none,own,4,skilled_official,1,none,yes,good,Home
0_200,42,all_paid,9283,less_100,unemployed,1,male_single,none,2,unknown_no_property,55,bank,for_free,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
0_200,15,no_credit_all_paid,1778,less_100,less_1,2,female_divorced_separated_married,none,1,real_estate,26,none,rent,2,unemployed_unskilled,1,none,yes,bad,Vehicles
0_200,8,existing_paid,907,less_100,less_1,3,male_married,none,2,real_estate,26,none,own,1,skilled_official,1,yes,yes,good,Investment/Development
0_200,6,existing_paid,484,less_100,4_7,3,male_married,guarantor,3,real_estate,28,bank,own,1,unskilled_resident,1,none,yes,good,Home
less_0,36,critical_other,9629,less_100,4_7,4,male_single,none,4,car_or_other,24,none,own,2,skilled_official,1,yes,yes,bad,Vehicles
less_0,48,existing_paid,3051,less_100,1_4,3,male_single,none,4,car_or_other,54,none,own,1,skilled_official,1,none,yes,bad,Home
less_0,48,existing_paid,3931,less_100,4_7,4,male_single,none,4,unknown_no_property,46,none,for_free,1,skilled_official,2,none,yes,bad,Vehicles
0_200,36,delay,7432,less_100,1_4,2,female_divorced_separated_married,none,2,building_society_savings_life_insurance,54,none,rent,1,skilled_official,1,none,yes,good,Vehicles
no_account,6,existing_paid,1338,500_1000,1_4,1,male_divorced_separated,none,4,real_estate,62,none,own,1,skilled_official,1,none,yes,good,Home
no_account,6,critical_other,1554,less_100,4_7,1,female_divorced_separated_married,none,2,car_or_other,24,none,rent,2,skilled_official,1,yes,yes,good,Home
less_0,36,existing_paid,15857,less_100,unemployed,2,male_divorced_separated,co_applicant,3,car_or_other,43,none,own,1,management_self_employed_highly_qualified,1,none,yes,good,Others
less_0,18,existing_paid,1345,less_100,1_4,4,male_married,none,3,real_estate,26,bank,own,1,skilled_official,1,none,yes,bad,Home
no_account,12,existing_paid,1101,less_100,1_4,3,male_married,none,2,real_estate,27,none,own,2,skilled_official,1,yes,yes,good,Vehicles
greater_200,12,existing_paid,3016,less_100,1_4,3,male_married,none,1,car_or_other,24,none,own,1,skilled_official,1,none,yes,good,Home
less_0,36,existing_paid,2712,less_100,greater_7,2,male_single,none,2,building_society_savings_life_insurance,41,bank,own,1,skilled_official,2,none,yes,bad,Home
less_0,8,critical_other,731,less_100,greater_7,4,male_single,none,4,real_estate,47,none,own,2,unskilled_resident,1,none,yes,good,Vehicles
no_account,18,critical_other,3780,less_100,less_1,3,male_divorced_separated,none,2,car_or_other,35,none,own,2,management_self_employed_highly_qualified,1,yes,yes,good,Home
less_0,21,critical_other,1602,less_100,greater_7,4,male_married,none,3,car_or_other,30,none,own,2,skilled_official,1,yes,yes,good,Vehicles
less_0,18,critical_other,3966,less_100,greater_7,1,female_divorced_separated_married,none,4,real_estate,33,bank,rent,3,skilled_official,1,yes,yes,bad,Vehicles
no_account,18,no_credit_all_paid,4165,less_100,1_4,2,male_single,none,2,car_or_other,36,stores,own,2,skilled_official,2,none,yes,bad,Investment/Development
less_0,36,existing_paid,8335,unknown,greater_7,3,male_single,none,4,unknown_no_property,47,none,for_free,1,skilled_official,1,none,yes,bad,Vehicles
0_200,48,delay,6681,unknown,1_4,4,male_single,none,4,unknown_no_property,38,none,for_free,1,skilled_official,2,yes,yes,good,Investment/Development
no_account,24,delay,2375,500_1000,1_4,4,male_single,none,2,car_or_other,44,none,own,2,skilled_official,2,yes,yes,good,Investment/Development
less_0,18,existing_paid,1216,less_100,less_1,4,female_divorced_separated_married,none,3,car_or_other,23,none,rent,1,skilled_official,1,yes,yes,bad,Vehicles
less_0,45,no_credit_all_paid,11816,less_100,greater_7,2,male_single,none,4,car_or_other,29,none,rent,2,skilled_official,1,none,yes,bad,Investment/Development
0_200,24,existing_paid,5084,unknown,greater_7,2,female_divorced_separated_married,none,4,car_or_other,42,none,own,1,skilled_official,1,yes,yes,good,Home
greater_200,15,existing_paid,2327,less_100,less_1,2,female_divorced_separated_married,none,3,real_estate,25,none,own,1,unskilled_resident,1,none,yes,bad,Home
less_0,12,no_credit_all_paid,1082,less_100,1_4,4,male_single,none,4,car_or_other,48,bank,own,2,skilled_official,1,none,yes,bad,Vehicles
no_account,12,existing_paid,886,unknown,1_4,4,female_divorced_separated_married,none,2,car_or_other,21,none,own,1,skilled_official,1,none,yes,good,Home
no_account,4,existing_paid,601,less_100,less_1,1,female_divorced_separated_married,none,3,real_estate,23,none,rent,1,unskilled_resident,2,none,yes,good,Home
less_0,24,critical_other,2957,less_100,greater_7,4,male_single,none,4,building_society_savings_life_insurance,63,none,own,2,skilled_official,1,yes,yes,good,Vehicles
no_account,24,critical_other,2611,less_100,greater_7,4,male_married,co_applicant,3,real_estate,46,none,own,2,skilled_official,1,none,yes,good,Home
less_0,36,existing_paid,5179,less_100,4_7,4,male_single,none,2,building_society_savings_life_insurance,29,none,own,1,skilled_official,1,none,yes,bad,Home
no_account,21,delay,2993,less_100,1_4,3,male_single,none,2,real_estate,28,stores,own,2,unskilled_resident,1,none,yes,good,Vehicles
no_account,18,existing_paid,1943,less_100,less_1,4,female_divorced_separated_married,none,4,real_estate,23,none,own,1,skilled_official,1,none,yes,bad,Home
no_account,24,all_paid,1559,less_100,4_7,4,male_single,none,4,car_or_other,50,bank,own,1,skilled_official,1,yes,yes,good,Investment/Development
no_account,18,existing_paid,3422,less_100,greater_7,4,male_single,none,4,building_society_savings_life_insurance,47,bank,own,3,skilled_official,2,yes,yes,good,Home
0_200,21,existing_paid,3976,unknown,4_7,2,male_single,none,3,car_or_other,35,none,own,1,skilled_official,1,yes,yes,good,Home
no_account,18,existing_paid,6761,unknown,1_4,2,male_single,none,4,car_or_other,68,none,rent,2,skilled_official,1,none,yes,bad,Vehicles
no_account,24,existing_paid,1249,less_100,less_1,4,male_married,none,2,real_estate,28,none,own,1,skilled_official,1,none,yes,good,Vehicles
less_0,9,existing_paid,1364,less_100,4_7,3,male_single,none,4,real_estate,59,none,own,1,skilled_official,1,none,yes,good,Home
less_0,12,existing_paid,709,less_100,greater_7,4,male_single,none,4,real_estate,57,stores,own,1,unskilled_resident,1,none,yes,bad,Home
less_0,20,critical_other,2235,less_100,1_4,4,male_married,guarantor,2,building_society_savings_life_insurance,33,bank,rent,2,skilled_official,1,none,no,bad,Vehicles
no_account,24,critical_other,4042,unknown,4_7,3,male_single,none,4,building_society_savings_life_insurance,43,none,own,2,skilled_official,1,yes,yes,good,Vehicles
no_account,15,critical_other,1471,less_100,1_4,4,male_single,none,4,unknown_no_property,35,none,for_free,2,skilled_official,1,yes,yes,good,Home
less_0,18,all_paid,1442,less_100,4_7,4,male_single,none,4,unknown_no_property,32,none,for_free,2,unskilled_resident,2,none,yes,bad,Vehicles
no_account,36,delay,10875,less_100,greater_7,2,male_single,none,2,car_or_other,45,none,own,2,skilled_official,2,yes,yes,good,Vehicles
no_account,24,existing_paid,1474,100_500,less_1,4,male_married,none,3,real_estate,33,none,own,1,skilled_official,1,yes,yes,good,Vehicles
no_account,10,existing_paid,894,unknown,4_7,4,female_divorced_separated_married,none,3,building_society_savings_life_insurance,40,none,own,1,skilled_official,1,yes,yes,good,Investment/Development
no_account,15,critical_other,3343,less_100,1_4,4,male_single,none,2,unknown_no_property,28,none,for_free,1,skilled_official,1,yes,yes,good,Home
less_0,15,existing_paid,3959,less_100,1_4,3,female_divorced_separated_married,none,2,building_society_savings_life_insurance,29,none,own,1,skilled_official,1,yes,yes,bad,Vehicles
no_account,9,existing_paid,3577,100_500,1_4,1,male_single,guarantor,2,real_estate,26,none,rent,1,skilled_official,2,none,no,good,Vehicles
no_account,24,critical_other,5804,greater_1000,1_4,4,male_single,none,2,real_estate,27,none,own,2,skilled_official,1,none,yes,good,Vehicles
no_account,18,delay,2169,less_100,1_4,4,male_married,none,2,car_or_other,28,none,own,1,skilled_official,1,yes,yes,bad,Investment/Development
less_0,24,existing_paid,2439,less_100,less_1,4,female_divorced_separated_married,none,4,real_estate,35,none,own,1,skilled_official,1,yes,yes,bad,Home
no_account,27,critical_other,4526,greater_1000,less_1,4,male_single,none,2,real_estate,32,stores,own,2,unskilled_resident,2,yes,yes,good,Home
no_account,10,existing_paid,2210,less_100,1_4,2,male_single,none,2,real_estate,25,bank,rent,1,unskilled_resident,1,none,yes,bad,Home
no_account,15,existing_paid,2221,500_1000,1_4,2,female_divorced_separated_married,none,4,car_or_other,20,none,rent,1,skilled_official,1,none,yes,good,Home
less_0,18,existing_paid,2389,less_100,less_1,4,female_divorced_separated_married,none,1,car_or_other,27,stores,own,1,skilled_official,1,none,yes,good,Home
no_account,12,critical_other,3331,less_100,greater_7,2,male_single,none,4,building_society_savings_life_insurance,42,stores,own,1,skilled_official,1,none,yes,good,Home
no_account,36,existing_paid,7409,unknown,greater_7,3,male_single,none,2,building_society_savings_life_insurance,37,none,own,2,skilled_official,1,none,yes,good,Investment/Development
less_0,12,existing_paid,652,less_100,greater_7,4,female_divorced_separated_married,none,4,building_society_savings_life_insurance,24,none,rent,1,skilled_official,1,none,yes,good,Home
no_account,36,delay,7678,500_1000,4_7,2,female_divorced_separated_married,none,4,car_or_other,40,none,own,2,skilled_official,1,yes,yes,good,Home
greater_200,6,critical_other,1343,less_100,greater_7,1,male_single,none,4,real_estate,46,none,own,2,skilled_official,2,none,no,good,Vehicles
less_0,24,critical_other,1382,100_500,4_7,4,male_single,none,1,real_estate,26,none,own,2,skilled_official,1,yes,yes,good,Investment/Development
no_account,15,existing_paid,874,unknown,less_1,4,female_divorced_separated_married,none,1,real_estate,24,none,own,1,skilled_official,1,none,yes,good,Home
less_0,12,existing_paid,3590,less_100,1_4,2,male_single,co_applicant,2,building_society_savings_life_insurance,29,none,own,1,unskilled_resident,2,none,yes,good,Home
0_200,11,critical_other,1322,greater_1000,1_4,4,female_divorced_separated_married,none,4,car_or_other,40,none,own,2,skilled_official,1,none,yes,good,Vehicles
less_0,18,all_paid,1940,less_100,less_1,3,male_single,co_applicant,4,unknown_no_property,36,bank,for_free,1,management_self_employed_highly_qualified,1,yes,yes,good,Home
no_account,36,existing_paid,3595,less_100,greater_7,4,male_single,none,2,car_or_other,28,none,own,1,skilled_official,1,none,yes,good,Home
less_0,9,existing_paid,1422,less_100,less_1,3,male_single,none,2,unknown_no_property,27,none,for_free,1,management_self_employed_highly_qualified,1,yes,yes,bad,Vehicles
no_account,30,critical_other,6742,unknown,4_7,2,male_single,none,3,building_society_savings_life_insurance,36,none,own,2,skilled_official,1,none,yes,good,Home
no_account,24,existing_paid,7814,less_100,4_7,3,male_single,none,3,car_or_other,38,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
no_account,24,existing_paid,9277,unknown,1_4,2,male_divorced_separated,none,4,unknown_no_property,48,none,for_free,1,skilled_official,1,yes,yes,good,Vehicles
0_200,30,critical_other,2181,unknown,greater_7,4,male_single,none,4,real_estate,36,none,own,2,skilled_official,1,none,yes,good,Vehicles
no_account,18,critical_other,1098,less_100,unemployed,4,female_divorced_separated_married,none,4,car_or_other,65,none,own,2,unemployed_unskilled,1,none,yes,good,Home
0_200,24,existing_paid,4057,less_100,4_7,3,male_divorced_separated,none,3,car_or_other,43,none,own,1,skilled_official,1,yes,yes,bad,Home
less_0,12,existing_paid,795,less_100,less_1,4,female_divorced_separated_married,none,4,building_society_savings_life_insurance,53,none,own,1,skilled_official,1,none,yes,bad,Investment/Development
0_200,24,critical_other,2825,unknown,4_7,4,male_single,none,3,unknown_no_property,34,none,own,2,skilled_official,2,yes,yes,good,Investment/Development
0_200,48,existing_paid,15672,less_100,1_4,2,male_single,none,2,car_or_other,23,none,own,1,skilled_official,1,yes,yes,bad,Investment/Development
no_account,36,critical_other,6614,less_100,greater_7,4,male_single,none,4,car_or_other,34,none,own,2,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
no_account,28,all_paid,7824,unknown,less_1,3,male_single,guarantor,4,real_estate,40,bank,rent,2,skilled_official,2,yes,yes,good,Vehicles
less_0,27,critical_other,2442,less_100,greater_7,4,male_single,none,4,car_or_other,43,stores,own,4,management_self_employed_highly_qualified,2,yes,yes,good,Investment/Development
no_account,15,critical_other,1829,less_100,greater_7,4,male_single,none,4,car_or_other,46,none,own,2,skilled_official,1,yes,yes,good,Home
less_0,12,critical_other,2171,less_100,1_4,4,male_single,none,4,building_society_savings_life_insurance,38,bank,own,2,unskilled_resident,1,none,no,good,Vehicles
0_200,36,critical_other,5800,less_100,1_4,3,male_single,none,4,car_or_other,34,none,own,2,skilled_official,1,yes,yes,good,Vehicles
no_account,18,critical_other,1169,unknown,1_4,4,male_single,none,3,building_society_savings_life_insurance,29,none,own,2,skilled_official,1,yes,yes,good,Home
no_account,36,delay,8947,unknown,4_7,3,male_single,none,2,car_or_other,31,stores,own,1,management_self_employed_highly_qualified,2,yes,yes,good,Vehicles
less_0,21,existing_paid,2606,less_100,less_1,4,female_divorced_separated_married,none,4,building_society_savings_life_insurance,28,none,rent,1,management_self_employed_highly_qualified,1,yes,yes,good,Home
no_account,12,critical_other,1592,greater_1000,4_7,3,female_divorced_separated_married,none,2,building_society_savings_life_insurance,35,none,own,1,skilled_official,1,none,no,good,Home
no_account,15,existing_paid,2186,unknown,4_7,1,female_divorced_separated_married,none,4,real_estate,33,bank,rent,1,unskilled_resident,1,none,yes,good,Home
less_0,18,existing_paid,4153,less_100,1_4,2,male_single,co_applicant,3,car_or_other,42,none,own,1,skilled_official,1,none,yes,bad,Home
less_0,16,critical_other,2625,less_100,greater_7,2,male_single,guarantor,4,building_society_savings_life_insurance,43,bank,rent,1,skilled_official,1,yes,yes,bad,Vehicles
no_account,20,critical_other,3485,unknown,less_1,2,male_divorced_separated,none,4,real_estate,44,none,own,2,skilled_official,1,yes,yes,good,Vehicles
no_account,36,critical_other,10477,unknown,greater_7,2,male_single,none,4,unknown_no_property,42,none,for_free,2,skilled_official,1,none,yes,good,Vehicles
no_account,15,existing_paid,1386,unknown,1_4,4,male_married,none,2,real_estate,40,none,rent,1,skilled_official,1,yes,yes,good,Home
no_account,24,existing_paid,1278,less_100,greater_7,4,male_single,none,1,real_estate,36,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Home
less_0,12,existing_paid,1107,less_100,1_4,2,male_single,none,2,real_estate,20,none,rent,1,management_self_employed_highly_qualified,2,yes,yes,good,Home
less_0,21,existing_paid,3763,unknown,4_7,2,male_single,co_applicant,2,real_estate,24,none,own,1,unskilled_resident,1,none,no,good,Vehicles
0_200,36,existing_paid,3711,unknown,1_4,2,male_married,none,2,car_or_other,27,none,own,1,skilled_official,1,none,yes,good,Investment/Development
no_account,15,delay,3594,less_100,less_1,1,female_divorced_separated_married,none,2,building_society_savings_life_insurance,46,none,own,2,unskilled_resident,1,none,yes,good,Vehicles
0_200,9,existing_paid,3195,unknown,1_4,1,female_divorced_separated_married,none,2,real_estate,33,none,own,1,unskilled_resident,1,none,yes,good,Vehicles
no_account,36,delay,4454,less_100,1_4,4,female_divorced_separated_married,none,4,real_estate,34,none,own,2,skilled_official,1,none,yes,good,Home
0_200,24,critical_other,4736,less_100,less_1,2,female_divorced_separated_married,none,4,car_or_other,25,bank,own,1,unskilled_resident,1,none,yes,bad,Home
0_200,30,existing_paid,2991,unknown,greater_7,2,female_divorced_separated_married,none,4,car_or_other,25,none,own,1,skilled_official,1,none,yes,good,Home
no_account,11,existing_paid,2142,greater_1000,greater_7,1,male_divorced_separated,none,2,real_estate,28,none,own,1,skilled_official,1,yes,yes,good,Investment/Development
less_0,24,all_paid,3161,less_100,1_4,4,male_single,none,2,building_society_savings_life_insurance,31,none,rent,1,skilled_official,1,yes,yes,bad,Investment/Development
0_200,48,no_credit_all_paid,18424,less_100,1_4,1,female_divorced_separated_married,none,2,building_society_savings_life_insurance,32,bank,own,1,management_self_employed_highly_qualified,1,yes,no,bad,Others
no_account,10,existing_paid,2848,100_500,1_4,1,male_single,co_applicant,2,real_estate,32,none,own,1,skilled_official,2,none,yes,good,Vehicles
less_0,6,existing_paid,14896,less_100,greater_7,1,male_single,none,4,unknown_no_property,68,bank,own,1,management_self_employed_highly_qualified,1,yes,yes,bad,Vehicles
less_0,24,existing_paid,2359,100_500,unemployed,1,male_divorced_separated,none,1,building_society_savings_life_insurance,33,none,own,1,skilled_official,1,none,yes,bad,Home
less_0,24,existing_paid,3345,less_100,greater_7,4,male_single,none,2,building_society_savings_life_insurance,39,none,rent,1,management_self_employed_highly_qualified,1,yes,yes,bad,Home
no_account,18,critical_other,1817,less_100,1_4,4,female_divorced_separated_married,none,2,unknown_no_property,28,none,own,2,skilled_official,1,none,yes,good,Home
no_account,48,delay,12749,500_1000,4_7,4,male_single,none,1,car_or_other,37,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Home
less_0,9,existing_paid,1366,less_100,less_1,3,female_divorced_separated_married,none,4,building_society_savings_life_insurance,22,none,rent,1,skilled_official,1,none,yes,bad,Home
0_200,12,existing_paid,2002,less_100,4_7,3,male_single,none,4,building_society_savings_life_insurance,30,none,rent,1,skilled_official,2,yes,yes,good,Vehicles
less_0,24,all_paid,6872,less_100,less_1,2,male_divorced_separated,none,1,building_society_savings_life_insurance,55,bank,own,1,skilled_official,1,yes,yes,bad,Home
less_0,12,all_paid,697,less_100,less_1,4,male_single,none,2,car_or_other,46,bank,own,2,skilled_official,1,yes,yes,bad,Vehicles
less_0,18,critical_other,1049,less_100,less_1,4,female_divorced_separated_married,none,4,building_society_savings_life_insurance,21,none,rent,1,skilled_official,1,none,yes,good,Home
less_0,48,existing_paid,10297,less_100,4_7,4,male_single,none,4,unknown_no_property,39,stores,for_free,3,skilled_official,2,yes,yes,bad,Vehicles
no_account,30,existing_paid,1867,unknown,greater_7,4,male_single,none,4,car_or_other,58,none,own,1,skilled_official,1,yes,yes,good,Home
less_0,12,delay,1344,less_100,1_4,4,male_single,none,2,real_estate,43,none,own,2,unskilled_resident,2,none,yes,good,Vehicles
less_0,24,existing_paid,1747,less_100,less_1,4,male_single,co_applicant,1,building_society_savings_life_insurance,24,none,own,1,unskilled_resident,1,none,no,good,Home
0_200,9,existing_paid,1670,less_100,less_1,4,female_divorced_separated_married,none,2,car_or_other,22,none,own,1,skilled_official,1,yes,yes,bad,Home
no_account,9,critical_other,1224,less_100,1_4,3,male_single,none,1,real_estate,30,none,own,2,skilled_official,1,none,yes,good,Vehicles
no_account,12,critical_other,522,500_1000,greater_7,4,male_single,none,4,building_society_savings_life_insurance,42,none,own,2,skilled_official,2,yes,yes,good,Home
less_0,12,existing_paid,1498,less_100,1_4,4,female_divorced_separated_married,none,1,car_or_other,23,bank,own,1,skilled_official,1,none,yes,good,Home
0_200,30,delay,1919,100_500,less_1,4,male_single,none,3,unknown_no_property,30,stores,own,2,management_self_employed_highly_qualified,1,none,yes,bad,Home
greater_200,9,existing_paid,745,less_100,1_4,3,female_divorced_separated_married,none,2,real_estate,28,none,own,1,unskilled_resident,1,none,yes,bad,Home
0_200,6,existing_paid,2063,less_100,less_1,4,male_married,none,3,car_or_other,30,none,rent,1,management_self_employed_highly_qualified,1,yes,yes,good,Home
